,GSM1276026,GSM1276027,GSM1276028,GSM1276029,GSM1276030,GSM1276031,GSM1276032,GSM1276033,GSM1276034,GSM1276035,GSM1276036,GSM1276037,GSM1276038,GSM1276039,GSM1276040,GSM1276041,GSM1276042,GSM1276043,GSM1276044,GSM1276045,GSM1276046,GSM1276047
KRT78,3.85574,3.92306,3.83859,3.8132,3.87454,3.90606,3.63022,3.88051,3.81168,3.87345,3.8689,3.7639,3.8503,3.823,3.74237,3.6561,3.83807,3.90451,3.73812,3.73262,3.87069,3.79486
KRT8,4.80527,4.69883,4.61319,4.63379,4.66515,4.56771,4.55528,4.48413,4.67623,4.51233,4.72536,4.55412,4.48026,4.54348,4.3383,4.41975,4.59929,4.45975,4.35835,4.41035,4.46621,4.53329
Q9P192_HUMAN,9.83863,9.68305,9.3577,9.66891,9.71424,9.54022,9.39766,9.27352,9.45535,9.66027,9.69492,9.88371,9.82035,9.92424,9.86242,9.05048,9.56781,9.89764,9.95504,9.57369,9.78334,9.59644
SPRYD3,5.94696,6.15268,5.96222,6.14089,6.11713,6.0907,5.92871,6.37654,6.27719,6.39935,6.17846,6.28917,6.53428,6.44855,6.60896,6.25381,6.32159,6.61808,6.26059,6.36128,6.33253,6.34978
CSAD,6.72164,6.85986,6.94904,6.8194,6.76119,6.60322,6.46035,6.59074,6.80999,6.40473,6.54006,6.67142,6.21934,6.55202,6.39916,6.64302,6.56866,6.34844,6.08537,6.69907,6.299,6.74223
ITGB7,6.82592,7.19347,6.84808,6.86162,6.83214,6.67683,6.99199,6.37781,6.80463,6.8957,6.797,6.85152,7.32836,7.01698,6.94182,6.98821,6.74924,7.13375,7.49227,6.9505,7.02352,6.67391
RARG,4.81723,4.8174,4.83468,4.77977,4.78419,4.75474,4.72824,4.63513,4.76262,4.92858,4.77861,4.70024,4.84437,4.70114,4.9574,4.76616,4.70773,4.92065,4.64297,4.80647,4.95876,4.82359
AAAS,5.58857,5.85001,5.7202,5.74229,5.74578,5.70899,5.6579,5.60519,5.69087,5.94509,5.8079,5.77,5.96271,5.92108,5.8749,5.76392,5.80527,6.00567,5.81452,6.00583,5.83438,5.76662
SP7,5.49707,5.36081,5.44558,5.2031,5.41613,5.10114,5.33509,5.10472,5.17021,5.01232,5.4249,5.04482,5.12154,5.18821,5.00896,4.98079,5.35701,5.12493,5.12548,5.20413,5.17369,5.34603
MAP3K12,5.90423,5.93434,5.63088,5.71057,5.8117,5.59125,5.61651,5.29246,5.68855,5.60298,5.67366,5.61215,5.7871,5.75303,5.61177,5.46358,5.71148,5.75463,5.38261,5.59553,5.56909,5.5145
NPFF,5.08541,5.164,4.97697,5.00758,5.05827,4.94179,4.8418,4.83441,4.89269,4.97131,4.80179,4.75827,4.74251,4.87356,4.76397,4.71848,4.59699,4.82771,4.68835,4.59967,4.79568,4.90665
Q96NR0_HUMAN,2.83705,2.80828,2.95548,2.62572,3.21807,3.11114,2.92489,2.77801,2.60823,2.2874,2.51223,2.46706,2.92379,2.93996,2.47987,2.55388,2.76756,2.41185,2.27794,3.03568,2.82581,2.84598
ATF7,6.07465,6.13347,6.23838,6.1524,6.18294,6.1618,6.14302,6.12956,6.09739,6.23472,6.04174,6.09457,6.15382,6.21446,6.10622,6.19171,6.08659,6.14126,5.93152,5.93046,6.12492,6.08794
ATP5G2,5.2651,5.33837,5.36026,5.29047,5.32091,5.43067,5.2888,5.32292,5.20123,5.31768,5.19733,5.3644,5.38478,5.31019,5.32351,5.53935,5.33568,5.43544,5.45797,5.55696,5.4619,5.33592
CALCOCO1,7.13782,7.21061,7.2492,7.15984,7.10936,7.22766,6.86775,7.42276,7.32411,7.32506,7.06995,7.22675,7.2771,7.2436,7.38442,7.28753,7.27734,7.08912,7.24622,7.33521,7.22504,7.2508
SMUG1,5.05411,5.09401,5.29857,5.10936,5.10596,5.08853,5.26045,5.34882,5.24857,5.26006,5.13411,5.0641,5.19659,5.17257,5.39411,5.19759,5.17565,5.25098,5.17962,5.16278,5.2649,5.22378
CBX5,6.06544,6.21798,6.27248,6.242,6.35165,6.44683,6.22129,6.09663,6.20207,6.26933,6.35338,6.50986,6.57949,6.37129,6.50251,6.29318,5.97498,6.52022,6.72539,6.52648,6.40512,6.03747
NFE2,6.13049,6.16451,6.64067,6.1555,6.37784,6.36507,6.25557,7.18132,6.74285,6.74472,6.21769,6.46968,6.41988,6.22043,6.60066,6.62664,6.77075,6.41412,5.91897,6.44747,6.58188,6.88275
GPR84,3.68162,3.73684,3.69983,4.02127,3.95523,3.46447,4.1901,3.63721,3.0882,3.75199,3.68325,3.26007,3.99671,3.59376,3.78555,3.56004,3.69724,3.56368,3.73277,3.74404,3.95989,3.75026
ZNF385A,5.94372,5.94981,6.08178,6.03448,6.17645,6.19319,6.2293,5.98844,6.10567,6.33732,6.16962,6.00972,6.1246,6.16069,6.08741,6.16672,6.35764,6.16918,5.96873,5.99491,6.46275,6.28904
ITGA5,7.39813,7.60592,7.75187,7.77972,7.72211,7.85173,7.55459,8.08038,8.0086,8.11129,7.87238,7.93007,7.89577,7.96627,8.19493,8.07054,8.42534,8.03588,7.46331,7.99504,7.89388,8.05206
GTSF1,4.54856,4.31012,4.62611,4.60336,4.62307,4.15952,4.92137,4.77139,5.2552,4.52559,4.81037,4.90631,4.8702,5.2095,4.84057,4.66942,4.62969,4.86164,4.76862,4.66873,5.06964,4.804
PPP1R1A,4.93672,5.00865,4.86706,4.84937,5.02759,4.95078,4.94475,4.85934,4.82682,4.91046,4.8164,4.9461,4.80358,4.86046,4.74052,4.6946,4.86846,4.83176,4.97497,4.83123,4.83537,5.0229
LACRT,2.10258,2.04484,2.01084,2.10761,2.11414,1.88224,1.96329,2.02322,1.95002,1.9711,1.98205,1.83166,1.86589,1.88301,1.9757,1.97688,2.11757,1.81964,2.08974,1.87293,2.08668,1.90136
DCD,1.89882,1.77021,1.87412,1.70854,1.7339,1.62792,1.67348,1.675,1.73765,1.6328,1.74561,1.88426,1.68114,1.7342,1.44327,1.6622,1.9099,1.75258,1.91681,1.76149,1.7021,1.79958
TESPA1,6.46048,6.39033,6.50722,6.36052,6.72814,6.42962,6.46445,5.89407,6.35481,6.40451,6.52319,6.92093,6.78311,6.48094,6.62233,6.34642,5.9106,6.58787,6.62205,6.64784,6.57834,6.08122
OR6C6,1.78684,2.32974,2.66535,1.80993,2.21288,1.74388,2.17358,1.98524,1.954,1.43616,1.84743,2.56647,1.71618,1.7149,1.96831,1.70358,1.71014,2.0975,1.91785,1.88088,2.12988,2.40285
OR6C70,1.93563,2.16078,1.62795,1.50414,1.7415,1.835,2.0149,1.41913,1.67807,2.10586,1.64353,1.88492,2.06813,1.90665,1.54955,1.63737,1.77059,1.3256,2.5922,1.28039,1.92486,1.88733
ITGA7,4.384,4.42557,4.39323,4.31982,4.42849,4.32703,4.3878,4.39221,4.29987,4.36303,4.3466,4.29184,4.38448,4.3217,4.3324,4.28914,4.38806,4.33248,4.21193,4.30217,4.31644,4.37799
CD63,5.79659,5.86325,5.75502,5.91607,5.72227,5.77963,6.06571,5.84079,5.90638,6.03268,5.86228,5.94614,6.00716,5.88748,5.91844,5.85575,6.1515,5.84305,5.91693,5.98288,5.99272,6.00132
SARNP,5.35471,5.35773,5.34991,5.41966,5.15419,5.48333,5.49017,5.61633,5.47204,5.38963,5.42481,5.56955,5.57178,5.54634,5.60993,5.67184,5.48886,5.51922,5.73556,5.81372,5.43678,5.44608
DNAJC14,6.67401,6.80834,6.70246,6.79607,6.65195,6.64684,6.73407,6.98523,6.88235,6.95046,6.71621,6.85102,7.06015,6.96413,7.10948,6.80312,6.96569,7.13753,7.06225,6.93284,6.86891,6.89591
MMP19,3.64928,3.66313,3.54696,3.51175,3.55163,3.35866,3.62911,3.31916,3.44974,3.41881,3.52379,3.25129,3.52618,3.43505,3.50986,3.59389,3.50878,3.55936,3.50654,3.54803,3.59265,3.37326
WIBG,4.49723,4.5293,4.3331,4.32171,4.28364,4.28929,4.6102,4.43082,4.56765,4.59126,4.27612,4.56886,4.69621,4.53802,4.74027,4.61794,4.61641,4.56439,4.61056,4.54337,4.61509,4.42487
PMEL,4.86445,5.1501,4.83642,4.74789,5.14329,4.60215,4.83209,4.35201,4.82167,4.70274,4.82861,4.70331,4.72944,4.71172,4.7439,4.42809,4.52514,4.89736,4.56437,4.56814,4.81944,4.77402
SMARCC2,7.38191,7.41455,7.3027,7.43794,7.39777,7.37568,7.25233,7.26481,7.4826,7.33654,7.42096,7.47212,7.59335,7.54562,7.49417,7.36824,7.41949,7.55541,7.49774,7.51298,7.36999,7.37003
RNF41,5.62077,5.66734,5.89151,5.91466,5.75655,5.87106,5.94688,6.04582,6.07573,6.12486,5.85529,5.97086,6.1553,6.06789,6.25087,5.97003,6.12609,6.23016,5.93366,5.99578,5.9928,6.10219
ANKRD52,5.80524,5.93743,5.84121,5.77154,5.84294,5.68172,5.80499,5.7532,5.8688,5.8656,5.83081,5.78161,5.98476,5.92615,5.87088,5.86877,5.89046,5.96829,5.83311,5.77256,5.87472,5.77584
CS,7.08582,7.05535,7.02377,7.09162,6.97318,7.2164,6.98344,6.88356,7.11277,7.06314,6.90947,7.07495,7.33302,7.12343,7.04169,6.96611,7.05459,7.15187,7.17855,7.08813,7.07407,6.86267
CNPY2,5.50035,5.54209,5.51818,5.48748,5.46468,5.42177,5.47812,5.42998,5.42472,5.6216,5.54477,5.42811,5.58416,5.76373,5.69392,5.40139,5.46134,5.823,5.71498,5.49705,5.55272,5.50499
PAN2,5.49484,5.62577,5.73941,5.69771,5.76689,5.69259,5.35914,5.29662,5.46199,5.55734,5.30994,5.48921,5.62908,5.5968,5.52917,5.28833,5.35025,5.69375,5.64319,5.65246,5.46822,5.38837
STAT2,7.33961,7.04935,7.10614,7.36935,7.22896,7.58257,8.28929,7.70448,7.21733,7.54669,7.20964,7.09552,7.23514,7.00479,7.55855,7.03967,6.99344,7.14521,7.4407,6.9693,7.04106,7.30763
APOF,2.85445,2.79683,3.01245,2.46129,3.21867,2.7291,2.94533,2.69171,3.00897,3.26528,2.9954,2.86786,2.64625,3.16274,3.23973,2.92251,3.21063,2.65017,2.25146,2.69162,2.49199,3.29963
TIMELESS,3.92616,3.93583,3.92529,3.86254,3.96053,3.8494,4.06906,3.93917,3.87775,3.9427,3.92938,3.87278,3.93748,3.95743,4.0737,3.95462,3.92336,4.07169,4.02446,3.94144,3.93242,3.9687
MIP,4.11456,4.24954,3.89732,3.99983,4.08605,3.79856,4.05885,3.99696,4.02691,3.91242,4.00962,3.90898,3.81171,4.05632,3.85334,3.94829,3.95805,3.84943,3.82464,3.94298,4.21317,3.91046
GLS2,4.70408,4.69207,4.41649,4.63004,4.62758,4.41903,4.45574,4.27432,4.53415,4.73332,4.56877,4.53134,4.58978,4.73332,4.59557,4.34479,4.54229,4.85061,4.48344,4.46234,4.62551,4.47814
BAZ2A,7.76782,7.75624,7.86409,7.86161,7.74399,7.95542,7.84289,8.05014,7.9735,7.98321,7.76466,7.90534,7.80252,7.9312,7.92954,7.91194,7.86522,7.75797,7.71562,7.81733,7.7772,7.80287
ATP5B,8.46775,8.44427,8.55724,8.66075,8.47933,8.67899,8.50381,8.51384,8.47535,8.63855,8.32261,8.56409,8.78807,8.5842,8.77552,8.53804,8.66476,8.8362,9.1021,8.77564,8.60927,8.37029
SNORD59B,5.43315,5.10616,5.24186,5.34823,4.99019,5.72723,4.66515,4.75429,4.71248,4.91597,4.84753,5.52527,5.26263,5.04887,4.84463,5.46797,4.99298,4.61999,5.62246,5.4795,4.5631,4.37909
PTGES3P3,5.00189,5.06337,5.14319,5.16691,4.98993,5.19606,5.23183,5.52879,5.26295,5.34487,5.01896,5.2298,5.37441,5.50558,5.31223,5.23436,5.22473,5.45801,5.53462,5.55425,5.252,5.14856
NACA,5.37951,5.39797,5.51693,5.38466,5.41116,5.5579,5.32725,5.39468,5.40479,5.34098,5.48728,5.7001,5.53195,5.56235,5.5459,5.5693,5.38035,5.59845,5.56512,5.66318,5.50928,5.44199
PRIM1,4.24821,4.28152,4.36278,4.38868,4.31281,4.44848,4.30633,4.38689,4.28634,4.32218,4.4052,4.51976,4.57169,4.67048,4.66914,4.56037,4.30312,4.78956,5.01387,4.84933,4.50648,4.32155
SDR9C7,3.83372,3.86115,4.06316,3.7835,3.95488,3.77023,3.77664,3.77961,3.72946,3.75328,3.92589,3.73841,3.52713,3.72217,3.74819,3.65675,3.67168,3.73566,3.62684,3.85537,3.84103,3.81565
RDH16,3.14911,3.27881,3.07424,3.08779,3.09199,3.05271,2.93935,3.31019,3.14839,3.14775,3.00841,3.22651,3.03638,2.92989,2.96661,2.97957,3.17405,3.02018,3.08742,2.82446,3.23572,3.27684
ZBTB39,5.19291,5.18067,5.21803,5.10751,5.22216,5.04233,5.15488,5.1289,5.12221,5.28772,5.22998,4.99334,5.20356,5.14485,5.32512,5.15285,5.25486,5.29353,5.08788,5.20743,5.35094,5.18549
TAC3,3.21718,3.19086,2.97892,3.0918,3.27374,3.30646,3.08121,3.0521,3.08962,3.23436,3.05155,3.02992,3.09271,2.98836,3.04938,2.92291,3.18966,3.13641,3.09322,2.9796,3.02942,3.12892
MYO1A,3.16727,3.13133,3.21639,3.0563,3.15037,3.10547,3.20467,3.15541,3.0971,3.21141,3.13869,3.012,3.0978,3.06187,3.13774,3.24057,3.19025,3.18414,3.12141,3.20371,3.14404,3.19272
TMEM194A,5.23193,5.24716,5.48632,5.27391,5.39202,5.43301,5.32859,5.24917,5.35752,5.21064,5.40642,5.37679,5.4056,5.60639,5.67501,5.5894,5.37959,5.72734,5.52453,5.57566,5.4011,5.26674
STAT6,7.68571,7.82656,7.96865,7.87495,7.81253,7.94324,7.45593,8.00164,8.02565,8.00275,7.66472,7.80439,7.85102,7.81103,7.97913,7.98974,7.94702,7.78172,7.75957,8.01165,7.86377,7.89424
NDUFA4L2,4.46319,4.44941,4.32227,4.33396,4.47048,4.3602,4.35859,4.31067,4.33677,4.38005,4.34381,4.27744,4.21031,4.27169,4.34238,4.30537,4.27998,4.40265,4.2015,4.41109,4.37285,4.44005
STAC3,4.89459,4.75019,4.81493,4.9196,4.82201,4.93669,5.02652,4.88823,4.81727,4.95545,4.8496,4.82906,4.97419,4.79366,4.88794,4.83101,5.09281,4.80525,5.08302,4.96585,4.95072,4.96144
R3HDM2,6.88467,6.82756,6.98759,6.98495,7.04305,7.091,6.87163,7.1446,7.0256,7.09567,6.93567,7.02322,7.13295,7.18394,7.17804,6.99521,6.95675,7.02283,7.02337,7.16708,6.98092,7.05468
ARHGAP9,7.697,7.86543,7.91179,7.74833,7.8943,7.87055,7.73201,8.04156,7.9795,8.05198,7.83055,7.71015,7.75942,7.93125,7.88609,7.85505,8.02604,7.75956,7.62053,7.7891,7.75787,8.04337
DDIT3,6.1117,6.0711,6.14346,6.0108,6.06173,6.56862,6.18194,6.39668,6.15554,6.27953,6.27045,6.34936,6.0735,6.09311,6.39839,6.26753,6.44188,5.99908,5.64753,6.47218,5.95948,6.20915
DCTN2,6.46582,6.6776,6.48576,6.72454,6.49002,6.6514,6.75536,6.75573,6.70056,6.83433,6.77195,6.75705,6.90205,6.79564,6.86306,6.63472,6.8798,6.85816,6.88514,6.72702,6.87267,6.77488
B4GALNT1,4.55721,4.54991,4.50178,4.5834,4.50899,4.62867,4.52516,4.50895,4.551,4.69496,4.59092,4.46005,4.50485,4.47594,4.49649,4.32939,4.53239,4.46146,4.4189,4.5036,4.55298,4.61604
AGAP2,6.1604,6.32078,6.30742,6.23261,6.30947,6.09497,6.16938,6.40415,6.41375,6.55171,6.21639,6.42229,6.6101,6.51366,6.67451,6.38261,6.39322,6.56179,6.48834,6.54246,6.45171,6.59233
CDK4,6.23757,6.55646,6.52941,6.49401,6.57603,6.41261,6.53137,6.41289,6.41398,6.92941,6.60631,6.70134,6.96859,6.8096,6.99333,6.59824,6.60734,7.00873,6.95816,6.84284,6.87288,6.61858
CYP27B1,4.16364,4.14416,4.11833,3.87856,4.09328,4.00637,4.07154,4.03349,4.19047,4.14992,4.15215,4.05241,4.06052,3.97871,4.07111,3.90745,4.10922,4.02681,4.01941,4.02974,4.14145,4.11154
METTL1,4.57311,4.55733,4.51306,4.35852,4.68628,4.35289,4.61783,4.58105,4.53906,4.66672,4.68722,4.64682,4.58127,4.50488,4.68317,4.50556,4.57101,4.66801,4.48685,4.56712,4.71697,4.49669
AVIL,5.06376,5.40963,5.51113,5.53702,5.4681,5.48569,5.35624,5.72604,5.58544,5.69549,5.3022,5.19783,5.16336,5.44652,5.49983,5.52311,5.8105,5.57865,4.87959,4.93452,4.89184,5.37002
Q8WYW9_HUMAN,4.85845,6.15007,6.15498,5.86565,5.26097,5.45322,5.7982,6.37902,6.72777,6.26765,5.64376,5.25991,5.62868,5.48684,6.28977,6.12519,6.72242,6.14913,5.58899,5.65506,5.16424,6.38267
CTDSP2,8.26154,8.61614,8.67651,8.61958,8.40166,8.67284,8.50005,8.91603,8.81804,8.92177,8.56133,8.73889,8.67796,8.59612,8.97815,8.88519,8.975,8.83895,8.52616,8.52329,8.56035,8.89744
LRIG3,2.15034,2.12537,2.08065,2.08167,2.1207,2.1033,2.12094,2.09334,1.9884,2.15109,2.10765,2.00276,1.96742,2.09451,1.95865,2.09994,2.0108,1.89687,2.05726,2.10556,2.11167,2.1035
FAM19A2,3.81071,4.06798,4.35628,3.99213,3.79794,4.25083,4.02248,3.87005,5.19275,3.79046,3.83602,4.38401,3.53792,4.11572,3.81997,4.0524,4.55094,3.69706,3.41446,3.75485,3.57711,4.15481
C12orf61,5.47143,5.44774,5.3713,5.41938,5.60347,5.35579,5.40301,5.45298,5.26876,5.41179,5.51,5.56473,5.50384,5.55008,5.38985,5.12328,5.52675,5.43496,5.46731,5.48649,5.62291,5.41533
PPM1H,3.80469,3.68711,3.7658,3.73311,3.75884,3.75658,3.82292,3.91495,3.89659,3.73691,3.81796,3.68515,3.73257,3.68719,3.6359,3.4427,3.88862,3.76073,3.62231,3.77653,3.6849,3.84379
AVPR1A,4.0675,4.36954,4.34228,4.13022,4.75642,4.32604,4.58306,4.36391,4.37547,4.9974,3.91006,4.31587,4.90541,3.97756,3.97038,4.96289,3.75654,4.38193,4.28988,4.39294,4.87954,4.19727
DPY19L2,2.27883,2.0834,2.24215,2.34121,2.15014,2.09708,2.23503,2.41918,2.1648,2.33322,2.27601,2.13406,2.44248,2.32949,2.43044,2.62988,2.24721,2.44687,2.39717,2.24361,2.40746,2.28105
C12orf66,4.79979,4.47932,4.94592,4.7226,4.93147,4.5982,4.62301,4.51382,4.52864,4.68008,4.79515,4.96182,4.93452,4.93742,4.81576,4.79309,4.61048,4.86533,4.68725,5.18286,4.85347,4.25769
C12orf56,1.39553,1.45314,1.58262,1.33303,1.39595,1.41061,1.31488,1.50536,1.45078,1.39689,1.39689,1.47133,1.32236,1.3976,1.34395,1.53329,1.32902,1.39689,1.42172,1.38121,1.40377,1.33519
GNS,8.03109,8.07668,8.08755,8.29592,7.93825,8.52024,8.53961,8.89932,8.3608,8.72998,8.20932,8.23474,8.15199,8.32439,8.71768,8.40962,8.49446,8.48282,8.66889,8.4679,8.25303,8.36824
WIF1,3.19955,3.30665,3.00281,3.06398,3.25546,3.04749,3.01332,3.04104,2.95357,3.03043,3.08201,3.04462,2.8908,2.95979,2.93481,3.01637,2.95986,2.89415,3.13368,2.8783,2.98445,3.1647
RPSAP52,2.36595,2.90904,2.3185,2.32408,2.67095,2.37174,2.35963,2.76003,2.36919,2.50218,2.38836,2.4141,2.565,2.58071,2.29668,3.0537,2.55052,2.48558,2.53869,2.22138,2.19751,2.3992
Q6ZQU9_HUMAN,2.73902,2.60742,2.73621,2.68542,2.81229,2.94809,2.7947,2.91095,2.67589,2.61388,2.82323,2.41656,2.6384,2.76267,2.75702,2.61026,2.48526,2.69682,2.56987,2.64882,2.69086,2.68859
LLPH,5.74606,5.66913,5.91563,5.81444,5.56802,6.02193,5.87736,6.03709,5.84493,5.67866,5.67159,5.93264,5.70616,5.88931,6.02107,5.9099,5.92896,5.82803,6.23086,6.18126,5.80454,5.76732
TMBIM4,6.94444,7.0513,7.55721,7.41231,6.80059,7.41501,7.36603,7.7326,7.45473,7.27856,7.02094,7.26959,7.0841,7.31703,7.46352,7.69567,7.63009,7.3013,7.50417,7.43836,7.264,7.51827
GRIP1,3.16538,3.27104,3.15589,3.23416,3.29073,3.17978,3.22218,2.94562,3.19943,3.06489,3.22602,3.06834,3.1473,3.14788,3.08167,3.00555,2.98784,3.14217,3.1056,3.14404,3.12696,3.20867
IFNG,4.3807,4.64485,4.62148,4.5726,3.82827,3.67652,4.4357,3.75133,3.35953,3.98877,4.18551,3.87612,3.97878,4.06162,3.34755,3.95426,3.80612,3.99521,5.41581,3.95152,4.03366,3.44632
IL26,2.18699,2.25831,2.11315,2.07284,1.80493,1.89194,2.28225,1.83936,1.66129,1.52929,2.00243,1.95482,1.69021,1.83315,1.55017,2.13238,1.67733,1.51272,1.94339,1.91363,1.91318,1.65399
IL22,2.52351,2.23443,2.36441,2.28048,2.3171,2.38875,2.15026,2.36934,2.20501,2.27972,2.33047,2.11116,2.16348,2.25784,2.21243,2.44418,2.19132,2.05701,2.10665,2.17262,2.15996,2.21585
MDM1,4.70006,4.76144,4.90585,5.00293,4.77846,5.13248,4.86525,5.29922,4.98462,5.10887,5.12224,5.06969,4.96671,4.92111,4.82835,5.26479,5.18655,5.16185,5.24812,5.21417,5.068,4.88557
CPM,4.46798,4.30531,4.43889,4.52434,4.45392,4.57348,4.54559,4.43678,4.50421,4.67506,4.54653,4.28693,4.26642,4.60853,4.27792,4.66208,4.72416,4.57793,4.14381,4.59791,4.36527,4.55572
LRRC10,3.33011,3.36419,3.08261,3.02872,3.18454,3.08505,3.11984,3.11289,3.27737,3.07011,3.39575,2.88887,3.08986,3.04053,3.15607,2.85783,3.24955,3.02793,2.99764,3.15695,3.17875,3.21868
BEST3,2.51541,2.54175,2.5059,2.4361,2.55217,2.31863,2.56476,2.52497,2.45503,2.61211,2.5226,2.53335,2.51145,2.47725,2.30159,2.54237,2.55871,2.54407,2.38673,2.46562,2.55897,2.50847
Q9H3B4_HUMAN,5.11881,5.15267,4.25951,4.69661,4.6516,4.27875,4.97928,3.87295,4.28315,3.52288,4.40856,4.84683,3.74804,4.41343,3.00219,4.5015,4.53116,4.07797,4.77352,3.76544,4.2004,4.26396
PTPRB,2.524,2.45486,2.5475,2.43191,2.54884,2.43189,2.52434,2.49263,2.38575,2.41795,2.64483,2.4055,2.41298,2.44716,2.44051,2.46973,2.38891,2.34743,2.39238,2.37394,2.47811,2.49404
PTPRR,2.59172,2.69901,2.61104,2.67494,2.64924,2.53552,2.51645,2.53079,2.52803,2.56065,2.57371,2.51002,2.58321,2.49397,2.57114,2.47969,2.51482,2.42621,2.49895,2.62036,2.51955,2.56155
TSPAN8,1.88322,1.971,1.90337,1.92477,1.91725,1.90236,1.88197,1.86293,1.78856,2.07572,1.90789,1.82377,1.82383,1.85441,1.79298,1.82845,1.89848,1.85988,1.79715,1.92894,1.88846,1.98533
ZFC3H1,7.04059,6.76077,7.18642,7.0959,7.00128,7.43641,6.98232,7.16148,6.96735,6.53919,6.89982,7.18059,6.79459,7.01994,6.56732,7.34394,6.84914,6.70076,6.79134,7.12561,6.68341,6.78916
NM_001025457,3.43766,3.51904,3.20097,3.31269,3.42138,3.21656,3.31765,3.43957,3.3409,3.38435,3.28178,3.44897,3.28989,3.33633,3.3296,3.28967,3.38072,3.34441,3.33799,3.33674,3.32991,3.47286
KCNC2,2.50429,2.54664,2.60777,2.3205,2.63225,2.60024,2.5283,2.50356,2.46642,2.44285,2.54765,2.40634,2.39048,2.48338,2.34753,2.42645,2.54912,2.45104,2.42614,2.53369,2.50157,2.61972
CAPS2,2.21937,2.21516,2.1703,2.15951,2.20621,2.1816,2.00328,2.21379,2.15879,2.12172,2.2308,2.18818,2.25392,2.26417,2.03658,2.57223,2.10163,2.20174,2.51251,2.30852,2.2287,1.97089
KRR1,7.06552,7.16861,7.13639,7.42333,7.2681,7.08731,7.09128,7.18292,7.28513,6.79429,7.33393,7.21518,6.938,7.1672,6.79914,7.2413,7.17364,7.04287,6.96712,7.09964,7.01123,7.17382
PHLDA1,2.88353,3.1282,3.12741,3.01632,3.19626,2.99509,3.0512,3.22958,2.9693,3.14716,3.28667,3.09812,3.32756,3.22523,3.02069,3.36611,3.03342,3.17689,3.02513,3.34935,3.3058,3.11488
NAP1L1,7.84791,7.70914,7.91581,7.9084,7.9482,8.00385,7.89176,7.82292,7.60398,8.081,8.0182,8.19828,8.15182,7.96216,7.85999,8.32022,7.86196,8.03067,8.28971,8.0596,8.15741,7.5308
BBS10,4.72907,5.15589,5.50718,5.10876,4.73992,4.87881,4.93602,5.46498,5.07815,5.05436,5.07411,4.96243,5.0875,4.87539,5.3365,5.46522,5.3831,5.52896,5.38565,5.76593,4.93406,5.12258
OSBPL8,7.83937,7.61251,8.03073,8.02529,7.83975,8.30785,7.87509,8.44534,8.06435,7.86709,7.84801,8.2072,7.90428,8.04562,8.19355,8.07918,7.92871,7.96934,8.02771,8.17781,7.84106,8.11904
CSRP2,4.96757,4.75403,4.55736,4.67713,4.85747,4.54033,4.87133,4.26091,4.57361,4.37204,4.80031,4.80803,4.39597,4.63514,3.99503,4.28853,4.36542,3.97831,4.24646,4.55131,4.3702,4.31899
E2F7,3.1002,3.06616,3.20055,3.03362,3.13061,3.05278,3.10398,3.06344,3.07517,3.03945,2.9252,3.04299,3.00718,2.97385,3.05508,3.03692,2.92861,3.03368,3.00469,3.05762,3.0912,3.01757
PAWR,3.27676,2.92377,3.36989,3.12731,3.00654,2.79646,3.33058,3.05104,3.08077,3.3009,3.2421,3.25558,3.25286,3.42131,3.21273,3.33911,3.19369,3.53275,3.15158,3.37355,3.55153,3.19942
PPP1R12A,7.84497,7.63281,8.03418,8.1327,7.90318,8.41878,7.91409,8.45256,8.05049,7.92424,7.84145,7.99453,8.06297,8.09614,8.07561,8.17474,7.98462,8.029,8.24669,8.19661,7.76251,7.97012
LIN7A,6.93819,6.73019,6.88358,7.34401,7.1287,7.2949,6.87133,7.8527,7.55248,6.83301,6.50397,6.37834,7.08478,6.68653,7.48573,6.82857,7.33464,6.98877,6.73298,7.1617,7.00279,7.5745
PPFIA2,2.05311,2.02998,2.12289,1.96415,2.14376,2.09121,1.956,2.09901,1.983,2.03197,1.99956,2.01825,1.96397,1.96382,1.95117,2.07266,1.95697,1.92479,2.07196,2.00217,2.03954,2.01979
CCDC59,5.65513,5.47331,5.63934,5.79808,5.76636,5.85696,5.7119,6.14706,5.76967,5.66449,5.82409,6.05607,6.12394,6.26994,6.0817,5.93055,5.79048,6.06777,6.22354,6.32272,5.92958,5.65468
SLC6A15,2.22966,2.22622,1.97701,2.08012,2.16936,2.04037,2.15352,2.0214,2.19166,2.03002,2.18681,2.09948,2.12806,1.97335,2.08615,1.96271,2.04832,2.05231,2.04387,2.08825,2.07056,2.10176
RASSF9,2.92942,3.02017,2.97217,2.72111,2.98952,2.75921,2.98741,2.90794,2.67417,2.83054,2.91547,2.91075,2.75706,2.71801,2.59994,2.80632,2.65762,2.73738,2.73969,2.93264,2.85606,3.17016
MGAT4C,2.10473,1.99778,2.07617,2.04965,2.07991,2.05006,2.02599,1.9606,1.90062,1.93269,1.83855,1.84254,1.92745,1.94766,1.84971,1.96638,1.87227,1.87823,1.89906,1.89121,1.92429,1.9069
C12orf50,1.61043,1.7477,1.64141,1.59986,1.65629,1.66014,1.62609,1.62281,1.57177,1.6426,1.6298,1.69276,1.50156,1.61722,1.52531,1.69971,1.57241,1.63773,1.67878,1.66095,1.59419,1.78781
