,GSM1276026,GSM1276027,GSM1276028,GSM1276029,GSM1276030,GSM1276031,GSM1276032,GSM1276033,GSM1276034,GSM1276035,GSM1276036,GSM1276037,GSM1276038,GSM1276039,GSM1276040,GSM1276041,GSM1276042,GSM1276043,GSM1276044,GSM1276045,GSM1276046,GSM1276047
DIO3OS,5.19541,5.12315,5.25568,5.06433,5.24446,4.95758,5.14948,5.01311,5.12394,5.10432,5.15976,4.99013,5.04721,5.06492,4.9902,4.91271,5.21674,5.00248,4.97734,5.03556,5.05279,5.25987
HSP90AA1,7.8569,7.90783,7.95752,8.00917,8.06296,8.33362,8.02894,8.2761,7.8911,8.00225,7.94534,8.07116,8.10767,8.26162,8.15734,8.34369,8.0632,8.27047,8.5245,8.25029,7.98085,7.79963
MOK,3.19861,3.19293,3.21477,3.13611,3.22675,3.31209,3.18947,3.25006,3.24331,3.36273,3.46758,3.23629,3.12248,3.41317,3.19791,3.29911,3.48285,3.31324,3.20861,3.17806,3.21341,3.20445
CINP,5.16472,5.2409,5.34105,5.35359,5.29861,5.3174,5.40426,5.74684,5.58132,5.53508,5.38073,5.47937,5.54316,5.50935,5.69239,5.46665,5.64401,5.53098,5.8814,5.50838,5.5312,5.5237
ANKRD9,5.15255,5.10187,4.99124,4.83536,5.04566,4.94026,4.94317,4.82649,4.8443,5.09465,4.99833,4.9148,4.9581,4.84317,4.83141,4.87468,4.94997,4.87288,4.92823,4.82043,4.86756,4.95709
CDC42BPB,4.9174,4.87139,4.92899,5.00141,4.85583,4.87704,5.04874,4.97342,4.87956,5.33338,5.02959,5.02755,5.07687,5.03823,5.0121,5.21289,5.19069,5.08453,5.06207,5.14385,5.28064,5.02227
CKB,5.58808,5.76703,5.53746,5.64808,5.52793,5.51254,5.56568,5.62588,5.59122,5.68781,5.7589,5.52979,5.66162,5.56593,5.62315,5.54706,5.63328,5.60935,5.78692,5.66773,5.6591,5.68615
BAG5,5.31942,5.34239,5.35843,5.48766,5.35709,5.15227,5.35,5.38282,5.35012,5.34329,5.28614,5.52338,5.44258,5.45791,5.65934,5.21797,5.44069,5.51902,5.45772,5.35335,5.40598,5.52582
XRCC3,5.92657,5.91953,5.77742,5.76695,5.86784,5.61012,5.76293,5.66239,5.80919,5.63929,5.90099,5.71524,5.71344,5.71462,5.59727,5.45236,5.56872,5.62117,5.51788,5.61947,5.68824,5.80347
PPP1R13B,4.80375,4.87086,4.78433,4.80828,4.81402,4.80352,4.64751,4.75206,4.70984,4.81238,4.92297,4.79273,4.97201,5.00964,4.80486,4.79389,4.79531,4.93948,4.86621,4.77426,4.87325,4.76495
C14orf2,6.18851,6.51892,6.54529,6.36093,6.38441,6.6759,6.51248,6.821,6.59711,6.87122,6.62149,6.71042,6.78989,6.64541,6.7839,6.70723,6.81629,6.72972,6.90954,6.83593,6.69585,6.69523
LOC100131034,5.00436,5.03767,4.86213,4.86152,4.79879,4.64687,4.75566,4.44227,4.86891,4.75769,4.71572,4.45677,4.66542,4.45676,4.7125,4.93779,4.42614,5.03563,4.68959,4.69389,4.74668,4.79173
TMEM179,4.56322,4.60095,4.38871,4.51514,4.62317,4.2673,4.51345,4.40943,4.47408,4.58355,4.53435,4.3515,4.46056,4.41532,4.49172,4.38389,4.66159,4.53471,4.15828,4.37277,4.50902,4.53886
AKT1,7.27718,7.42112,7.38719,7.33694,7.36614,7.22107,7.18785,7.61822,7.72358,7.54984,7.38445,7.42092,7.63468,7.66112,7.65103,7.59265,7.75399,7.54018,7.54385,7.58604,7.48115,7.68663
AHNAK2,4.16841,3.6823,4.0729,3.70951,3.9388,3.85094,3.63267,3.76255,3.68889,3.81301,3.46988,3.63891,3.37692,3.58416,3.43943,3.33886,3.16192,3.57518,3.15972,3.57391,3.59169,3.72165
Q9HA39_HUMAN,5.18601,5.02622,5.39942,5.01322,5.25743,4.90582,4.96565,4.97753,5.22921,5.11626,5.15697,5.36748,5.48795,5.15482,4.9195,5.15768,5.42276,5.34674,5.08148,4.88037,4.78144,5.43526
CDCA4,5.11247,5.08147,5.19368,5.06661,5.06286,4.84264,5.02389,5.10442,4.87065,5.15469,5.12014,5.08772,5.20945,5.08331,5.08054,4.96948,5.01664,5.08336,5.13699,5.18672,5.16722,5.08329
GPR132,5.67109,5.97483,5.81912,5.85074,5.73035,5.69725,5.72832,5.94107,6.03823,6.10243,5.68808,5.85235,6.10604,5.96935,6.3303,5.75907,5.94061,6.25059,6.11657,6.08587,6.05113,6.08348
JAG2,5.29154,5.31191,5.20269,5.15713,5.32881,5.25894,5.2442,5.21532,5.19764,5.26482,5.2481,5.16926,5.22309,5.26685,5.22705,5.13785,5.29579,5.2234,5.19768,5.13846,5.2609,5.2883
NUDT14,4.93585,4.95503,4.81637,4.79739,4.86037,4.73129,4.90979,4.97648,4.86771,5.04635,4.89808,4.77411,4.82691,4.82743,4.9651,4.78379,4.9992,4.88847,4.75685,4.97344,5.0942,5.02388
BRF1,5.24114,5.34612,5.26447,5.25443,5.31352,5.24182,5.21305,5.22625,5.21214,5.29357,5.28295,5.22057,5.38946,5.33529,5.37089,5.29257,5.27041,5.38168,5.40932,5.28051,5.34561,5.30394
DKFZP547L112,5.01519,5.13347,5.09695,4.68902,4.47327,5.02713,4.71622,4.86825,4.77008,4.66276,4.76689,4.70824,4.90232,4.77793,4.7374,4.12064,4.87154,4.81877,4.4308,4.59198,4.85405,4.63274
OR4N4,1.73813,1.86063,1.74997,1.73464,1.83721,1.59159,1.73675,1.73926,1.73864,1.78554,1.72589,1.80499,1.66086,1.71347,1.59475,1.57713,1.74927,1.7215,1.75986,1.65634,1.71688,1.8227
OR4M2,2.56531,2.54007,2.45366,2.6538,2.70719,2.56492,2.59591,2.68588,2.37148,2.58506,2.6186,2.36095,2.35393,2.56293,2.34216,2.53966,2.57584,2.37735,2.54299,2.69704,2.53283,2.53045
OR4N3P,1.97518,1.88083,2.25615,1.68025,1.81639,2.40249,1.73855,2.01369,1.86456,1.88436,2.19256,1.61962,1.87878,1.47987,1.97461,1.97259,2.14727,2.3869,2.08374,1.8644,1.82533,1.59826
LOC729272,5.72119,5.98723,5.84634,5.54133,5.847,5.70452,5.55446,5.70312,5.63956,5.6527,5.92362,5.57662,5.77524,5.6501,5.43254,5.37975,5.72977,5.8145,5.60945,5.75902,5.63273,6.20856
TUBGCP5,4.09702,4.29424,4.16201,4.24672,4.22691,4.24929,4.08744,4.01056,4.07351,4.1989,4.20036,4.33672,4.2743,4.37794,4.33626,4.33192,4.03779,4.0371,4.29433,4.49834,4.23293,3.92523
CYFIP1,5.37041,5.17675,5.23675,5.35472,5.20324,5.43888,5.63523,5.34596,5.29558,5.74754,5.40529,5.28108,5.44022,5.2766,5.66012,5.53348,5.77544,5.55546,5.49947,5.55798,5.65769,5.36852
LOC653720,4.53548,4.31876,4.00717,4.29118,4.53083,4.30305,3.98782,4.12527,4.20374,4.19249,4.21996,4.15732,4.30803,4.21675,3.9179,4.18638,3.83817,4.13916,4.13092,4.12191,4.0406,4.10583
GOLGA8E,3.42328,3.42594,3.49693,3.27729,3.29287,3.58241,3.32875,3.47464,3.31736,3.31758,3.383,3.46534,3.49605,3.55607,3.35427,3.32235,3.32529,3.38629,3.18433,3.41752,3.60491,3.48038
LOC645137,5.73498,5.65409,5.73938,5.55321,5.61389,5.4332,5.61298,5.10989,5.55766,5.40137,5.52954,5.57546,5.61262,5.67641,5.44798,5.42168,5.30875,5.52364,5.36977,5.36837,5.39332,5.64434
MKRN3,4.05171,3.79549,3.66253,3.64931,3.37368,3.2271,3.97655,3.59184,3.45985,3.60819,3.78906,3.74658,3.4978,3.64137,3.6085,3.9143,3.77335,3.48884,3.86191,3.48098,3.76183,3.65978
C15orf2,3.20059,3.00518,3.17915,3.18864,3.68951,3.20656,2.70277,3.64408,3.6193,3.62322,3.46865,2.92555,2.96605,3.2867,3.52389,3.15599,3.04973,2.73485,3.25685,3.0294,2.50632,3.22343
SNURF,4.77419,4.79101,4.87909,4.69661,4.88607,4.86655,4.83734,4.62269,4.63855,4.82675,4.88677,4.93899,4.8501,4.90832,4.83988,5.00023,4.61609,4.92304,5.00527,4.84084,4.93652,4.62471
Q5HYA3_HUMAN,4.31363,4.2589,4.38997,3.99317,4.28088,4.28974,4.28722,4.06155,4.17114,4.14702,4.26725,4.22039,4.46449,4.53543,4.53998,4.3569,4.00726,4.2983,4.38189,4.34959,4.32748,4.06895
SNORD116-10,0.99741,1.86494,1.45728,1.22383,0.87132,1.28042,1.33383,1.68303,1.14227,1.24132,1.34177,1.22444,1.43162,1.40362,1.25153,1.19812,1.89938,1.10696,1.39205,1.58668,1.61433,1.40555
NR_003294.1,1.40836,1.1675,1.34798,1.52075,1.43274,1.49927,1.3025,1.68654,1.79982,1.55752,0.90938,1.60021,1.23113,1.26736,1.2635,1.43833,1.13116,1.40025,1.37031,0.75685,1.55859,1.39316
NR_003295.1,0.99677,1.02446,0.96723,0.80862,0.70904,0.93799,0.87592,0.97603,0.91738,0.85455,1.00688,0.84141,0.66158,0.97221,0.92983,0.89051,1.22202,0.75275,1.17382,1.06994,1.03679,0.73199
NR_003296.1,0.98028,0.99052,0.95443,0.8879,1.23023,1.60846,0.77789,0.79507,1.06625,0.84444,0.91801,0.93913,0.84883,1.05077,0.72481,0.95159,1.0657,1.00796,0.80024,1.11848,1.07057,0.93621
NR_003298.1,0.47989,1.50586,1.03039,0.29624,0.40959,1.07297,1.39112,2.41086,2.7553,0.30932,0.51085,1.21303,0.32053,0.50405,0.7111,0.7111,0.84885,2.9676,0.94576,0.47382,1.0024,0.33329
NR_003299.1,0.94392,0.8236,0.85195,0.90733,0.77412,1.39112,0.75862,1.33668,1.02612,0.80389,1.03221,0.9349,1.10239,1.15547,0.79559,1.10133,0.82141,0.87461,1.19025,0.88955,0.97497,0.64941
NR_003300.1,0.93992,1.02271,1.01909,0.88693,0.90168,1.02976,1.06898,0.9842,0.83499,0.81973,0.91974,0.86837,0.89038,1.23665,0.90824,1.44607,0.77411,0.93717,1.25776,0.83573,0.91947,1.08167
NR_003302.1,0.87191,0.91579,0.8054,0.91249,0.92194,0.83302,1.00857,1.2554,0.64741,0.64466,1.29177,0.65263,0.91546,0.72378,0.98197,0.96447,1.59085,1.11588,1.255,1.21144,0.93925,0.86798
SNRPN,1.58022,1.08819,0.62992,1.14298,1.0332,1.07297,2.6585,3.11044,0.75382,1.0024,1.6731,0.76374,0.76587,1.20869,1.24485,0.51085,1.50259,2.07385,1.82228,0.49249,2.61358,2.27688
NR_003306.1,0.80547,0.74962,1.18,0.84656,0.7879,0.79347,0.97512,1.22319,0.76955,0.8517,1.13788,0.9528,0.99385,0.85419,0.73517,1.08085,1.06477,0.92716,0.84026,1.05019,1.24489,0.9051
NR_003307.1,1.20612,0.89005,0.72201,0.96692,0.7671,0.69857,0.96406,1.01391,0.80836,0.72956,0.85106,0.89844,0.80189,0.88231,0.86855,1.31605,1.07121,1.39504,1.20105,1.06549,1.20263,1.00675
NR_003312.1,0.8342,1.0846,0.73766,0.91727,0.65671,1.07252,0.94011,1.35065,1.02804,0.68258,0.78214,0.74915,1.18891,0.79099,0.90333,0.8011,1.351,1.85491,1.0809,1.3968,1.78442,1.7457
NR_003313.1,0.91669,0.79724,1.03039,0.78417,0.8502,0.7493,0.7951,1.08368,0.8304,0.87396,1.1424,0.96146,0.74673,1.00174,1.04123,0.96648,0.88444,0.96535,0.95038,0.72991,1.14494,0.84316
NR_003314.1,0.81109,0.61338,0.66483,0.57604,1.62216,1.54647,1.04279,1.5099,0.97727,1.35957,0.60185,0.694,0.794,1.5695,1.88403,1.03541,3.18244,2.57292,2.54529,2.44445,0.81278,1.53486
NR_003315.1,1.10908,0.89407,0.78227,0.93728,0.93822,1.18168,0.97837,0.79237,1.04851,0.88379,1.19654,1.10335,0.75705,0.9826,1.03526,1.06382,1.68566,1.69832,1.41465,0.92487,1.19296,1.00537
NR_003495.1,1.58011,1.60234,1.57353,1.30465,1.62471,1.33419,1.24673,1.47288,1.63445,1.95222,1.20903,1.72322,1.12185,1.90875,2.01924,1.62742,2.1048,1.36428,1.48635,1.86382,1.77798,1.69206
NR_003342.1,0.96024,1.19621,0.81514,1.06448,1.11564,0.66096,0.87382,1.6517,0.98296,1.0882,1.16741,0.85427,1.14175,1.0024,1.26865,1.32636,1.66637,1.55125,2.02817,1.05366,1.24416,1.40375
NR_003343.1,0.35675,1.01774,1.05609,1.46238,0.706,0.94582,1.39112,1.10948,1.57363,1.24723,1.29578,3.21038,1.31243,0.60747,1.52084,0.77313,1.97863,3.00341,1.73181,1.98566,0.92332,1.98821
NR_003496.1,0.94807,1.13044,1.67604,0.97268,0.72905,1.17309,0.90559,1.01168,1.05735,0.83645,0.83023,0.91656,0.91841,0.81637,0.7399,1.02438,1.34192,0.66026,0.66609,1.01662,0.73727,1.00396
NR_003497.1,0.87541,1.08286,0.88164,0.97682,0.62175,1.06321,0.65066,1.04521,0.60873,1.32387,1.03981,0.69142,0.95336,0.82008,0.71013,1.11852,0.56365,0.9479,1.13345,0.78986,1.33912,0.95082
NR_003345.1,1.16966,0.89964,0.85469,0.95542,1.05162,1.17493,0.91043,1.60344,1.08475,1.2251,0.99077,1.12289,1.15569,0.80136,1.24862,1.00605,1.48176,1.45658,1.27721,1.3135,1.12161,1.21687
NR_003346.1,1.69257,1.41709,1.07463,1.52829,1.27123,1.49354,1.21384,0.87164,1.08867,1.14258,1.01325,1.30408,1.11079,1.02466,1.49557,0.93693,1.3519,0.96733,1.02125,1.11564,1.43901,1.3251
NR_003347.1,1.01559,1.26179,1.32614,0.99745,1.20411,1.25341,1.10495,1.6441,0.93866,1.38017,0.85454,0.95678,1.18103,1.00482,1.23105,1.56024,1.23861,1.13473,1.53931,1.07252,1.957,1.31652
NR_003348.1,1.07825,0.95628,0.86595,1.31607,1.15313,0.70112,1.12957,1.24832,0.68908,0.94414,1.2217,1.21862,1.2049,1.03902,1.15339,1.16582,1.35604,1.13556,1.55215,1.14428,1.31626,1.39729
NR_003349.1,0.55811,0.88721,0.63721,0.72747,0.74073,1.00255,0.60751,0.9067,0.80082,0.8295,0.75989,0.74898,0.56488,0.69421,0.76802,0.95056,0.96879,0.64022,0.75633,0.50692,1.24336,0.72678
NR_003350.1,1.17654,0.87182,0.92988,0.7111,0.83677,1.1063,1.39973,0.93026,0.70313,0.71478,1.95581,0.99813,0.79822,0.65274,0.85708,1.55789,0.59269,0.81848,1.44761,0.93586,0.85805,0.59725
NR_003352.1,1.20601,1.02078,1.28583,1.20362,1.54829,1.38475,0.68472,1.63704,1.67311,1.21026,1.24342,1.39007,1.62482,1.26697,1.30006,1.37438,1.20725,1.28049,1.1852,1.16826,1.13363,1.41342
NR_003353.1,0.7576,1.11681,1.63367,0.78942,0.7671,1.35575,0.92263,1.04119,0.95201,1.02633,1.12971,1.24705,0.88451,0.9067,0.76132,1.06365,1.13987,1.09578,0.93337,0.92649,0.83177,0.99372
NR_003354.1,0.62204,0.83245,0.69749,0.6392,0.75591,1.07605,0.53658,0.84298,0.69774,1.06673,0.96763,0.91959,0.77147,0.59428,0.80996,1.34561,0.49713,0.82043,1.5127,0.71768,0.45955,0.53846
NR_003355.1,1.17455,0.89204,0.93404,1.09426,1.07361,0.82698,1.07186,1.1324,1.15408,1.3403,0.88923,0.9456,1.19187,0.88076,1.34577,0.94474,0.86928,1.29522,1.25098,1.10297,0.93047,1.40374
NR_003356.1,1.10518,1.13359,0.63134,1.14072,1.20521,0.6576,0.77763,0.73855,1.36158,1.16675,1.04784,0.95343,1.12305,0.84946,0.7128,1.02592,1.05025,1.08951,1.26132,0.80608,1.29262,1.63401
NR_003357.1,3.97444,2.65864,0.38999,2.12693,1.86105,1.70609,0.47989,0.53584,2.40336,1.50586,0.67052,3.0433,2.19898,3.33293,2.66535,1.47491,0.69041,4.38012,1.64886,3.38473,0.45409,1.63018
NR_003359.1,1.68982,1.5157,1.4369,1.41968,1.61984,1.66491,1.72276,1.5799,1.5962,1.68548,1.7722,2.05726,1.81776,1.73178,2.64721,1.62179,1.67862,2.11137,1.62312,1.76489,1.50134,1.8728
NR_003362.1,1.28037,0.97338,1.05502,1.20236,1.10347,1.32731,1.18609,1.61969,0.83267,1.34587,1.50112,1.36111,1.02314,1.29766,1.52615,1.3115,1.17631,1.27582,1.45451,1.39259,1.0918,0.9804
LOC100128714,4.02635,3.86797,4.02449,3.84345,4.08229,3.64022,4.14281,3.8516,4.12168,3.99394,3.75309,3.88498,3.87852,3.77945,3.88312,3.85598,3.88969,3.94585,3.77289,3.80733,3.93938,3.8153
GABRA5,4.47567,4.48138,4.54966,4.44072,4.55579,4.4295,4.47162,4.53665,4.42952,4.48956,4.51238,4.39213,4.54459,4.50379,4.51331,4.46081,4.59042,4.50439,4.43503,4.43224,4.5416,4.49675
GABRG3,2.75284,2.66421,2.68139,2.50401,2.62731,2.66159,2.66005,2.7377,2.68187,2.62781,2.57602,2.57212,2.65864,2.59773,2.59838,2.62415,2.66689,2.77979,2.52912,2.64908,2.69268,2.63547
GOLGA8G,3.28857333333333,3.39689333333333,3.27836333333333,3.20832666666667,3.33634,3.13132333333333,3.24847333333333,3.12767,3.34021333333333,3.09777333333333,3.49016,3.18083333333333,3.30606,3.26147,3.12840666666667,3.22345,3.06131333333333,3.19519333333333,3.13904,3.33107666666667,3.21014333333333,3.38632666666667
APBA2,5.17351,5.70129,5.47452,5.39441,5.83819,5.49035,5.20587,5.19321,5.34369,5.36731,5.70613,5.74289,5.65008,5.98326,5.71952,5.453,5.12912,5.75296,5.80834,5.56022,5.43014,5.453
GOLGA6L9,5.131455,5.21949,5.102025,5.03395,5.198155,5.03434,5.000865,4.81549,5.00828,4.87716,5.086135,4.995565,5.02477,5.004835,4.860725,4.866795,4.979235,4.91292,4.89618,4.936335,4.99672,5.06746
ULK4P3,4.89549,4.62018,4.69883,4.68513,4.90905,4.63979,4.54229,4.58221,4.64683,4.4711,4.59031,4.6603,4.65259,4.60922,4.48759,4.46408,4.74232,4.53894,4.68665,4.54601,4.65023,4.67751
DKFZP434L187,3.24214,3.27196,3.30281,3.13218,3.23705,3.2188,3.33327,3.534,3.21315,3.21897,3.29988,3.0384,3.28863,3.15529,3.13924,3.29985,3.33554,3.26019,3.28805,3.02343,3.25352,3.24336
GOLGA8B,6.237465,6.256585,6.03708,6.02841,6.250095,6.02672,5.823625,5.51677,5.726245,5.64024,5.8172,5.760795,5.814185,5.85432,5.46019,5.70698,5.63154,5.808345,5.569455,5.7961,5.794095,5.677345
ARHGAP11B,3.80231,3.82527,3.77201,3.89936,3.68346,3.94275,3.91984,3.87375,3.75469,3.53435,3.78701,3.66312,3.80806,3.80605,3.70556,3.86959,3.86583,3.74091,4.24926,3.97019,3.73313,3.72734
O60374_HUMAN,4.83107,4.98665,4.74032,4.8858,4.92317,4.85821,4.90652,4.82209,4.8194,4.6275,4.88519,4.67454,4.83713,4.86957,4.65288,4.68674,4.64934,4.70052,4.60646,4.71142,4.68596,4.90793
FAN1,5.90493,5.59376,5.42023,5.4626,5.76367,5.2859,5.56254,5.07663,5.45492,5.20079,5.56197,5.63588,5.32154,5.47812,5.23586,5.08555,5.30972,5.28166,5.17768,5.48264,5.29659,5.22771
KLF13,7.04585,7.19837,7.36396,7.25002,7.20105,7.18285,7.15837,7.30525,7.41644,7.35146,7.23849,7.39798,7.40064,7.36925,7.50967,7.36694,7.40614,7.40326,7.55738,7.35439,7.26684,7.33807
LOC100499221,4.11194,4.44818,4.24247,3.53182,4.36887,4.07053,4.07003,4.09819,3.94173,3.53537,4.22722,4.26111,4.04079,4.2249,3.84656,3.87554,4.06591,4.13242,4.04374,3.57667,4.0916,4.07385
LOC100130857,4.74746,4.8809,4.8442,4.66627,5.28978,4.73613,4.72716,4.48586,4.76931,4.95513,4.69507,4.58335,4.60825,4.63129,4.52231,4.46648,4.8115,4.66103,3.71938,4.74616,4.51805,4.70824
CHRFAM7A,4.25273,4.262415,4.0679,4.193515,4.414505,4.21303,4.28133,4.15581,4.20502,4.16101,4.258935,4.185105,4.1776,3.98634,4.095465,4.224355,4.236695,4.12257,4.161015,4.079335,4.246515,4.257215
Q6ZSR3_HUMAN,5.06630666666667,5.06546,5.20215333333333,4.88583666666667,5.45589666666667,5.00806,5.11013333333333,4.49024,5.08384,4.91453,5.04261,4.84929,4.88992666666667,4.92398333333333,4.60694333333333,4.88469,4.82799333333333,4.75893,4.79720333333333,4.77784333333333,4.87429333333333,5.36989
Q8NF76_HUMAN,3.8179,4.17965,4.1591,3.92809,4.02331,3.53391,3.95891,4.2039,4.11912,3.90673,4.20656,3.77427,4.06955,4.08634,3.65073,3.94635,3.61842,4.05382,3.80113,3.83747,3.77343,4.06896
ARHGAP11A,2.97709,3.1562,3.07264,3.05891,2.82814,2.98093,3.219,3.03506,2.8856,2.77651,3.01859,2.9098,3.13264,3.06335,2.86781,2.94559,2.90586,3.00529,3.73122,3.212,2.85284,2.73954
SCG5,2.70805,2.83384,2.84686,2.76743,2.72125,2.73468,2.76891,2.73609,2.77977,2.72605,2.78908,2.65963,2.68649,2.65255,2.70831,2.69713,2.78427,2.68738,2.75602,2.72586,2.83037,2.81045
GREM1,3.50278,3.45638,3.2758,3.31477,3.39095,3.30199,3.24943,3.30763,3.32725,3.27884,3.26581,3.26572,3.20924,3.29277,3.31934,3.30236,3.33152,3.37791,3.21832,3.4077,3.35287,3.46598
RYR3,3.03224,3.10874,2.95372,3.03888,3.03259,2.98341,2.94163,2.96186,2.97391,2.89355,3.02262,2.90652,2.91579,2.9554,2.91749,2.92254,2.93429,2.91518,2.85912,2.86917,2.97068,3.00434
CHRM5,3.0125,3.28186,3.13817,2.99595,3.34173,3.32367,3.10089,2.8202,3.25255,2.77251,3.1025,3.34189,2.85458,3.04122,2.68611,2.952,2.93582,3.00633,2.71412,2.96132,2.99113,3.26069
PGBD4,3.63109,4.00945,4.23096,4.0996,4.04821,3.71507,3.84922,4.08796,4.45563,4.32674,4.15781,4.4494,4.21865,4.19247,4.27889,4.43932,3.93282,4.46679,4.14218,4.28691,4.34731,4.1712
TMEM85,7.23836,7.31079,7.3543,7.37618,7.28114,7.39157,7.22297,7.41662,7.16686,7.37416,7.21511,7.41823,7.7045,7.4618,7.5963,7.38623,7.34609,7.58977,7.89065,7.67687,7.45479,7.21679
C15orf55,3.37282,3.77213,3.59789,3.47163,3.56898,3.55486,3.664,3.47083,3.52351,3.70762,3.63723,3.51376,3.33994,3.36684,3.45737,3.34844,3.438,3.57822,3.57971,3.51229,3.56269,3.67658
C15orf41,4.51511,4.71978,4.67671,4.5647,4.62905,4.6251,4.62553,4.43087,4.55165,4.59182,4.71999,4.66014,4.80572,4.89939,4.61332,4.77634,4.51199,4.74715,4.72292,4.52614,4.71314,4.32811
TMCO5A,1.67071,1.73391,1.77091,1.62555,1.60903,1.69068,1.64297,1.75708,1.57179,1.57261,1.7673,1.63513,1.45289,1.59041,1.66122,1.85896,1.65983,1.71849,1.71513,1.89879,1.65742,1.57657
SPRED1,4.02222,3.78995,3.85726,4.0183,3.92225,4.01146,3.93758,3.88034,3.62107,4.01108,4.16259,3.94818,3.9119,3.83698,3.91999,4.03033,4.03127,3.9602,4.10113,4.06365,4.01519,3.92875
FAM98B,4.27856,4.25254,4.18565,4.26001,4.19602,4.12737,4.35382,3.99695,4.23432,3.92629,4.2605,4.20651,4.07047,4.25816,4.06036,4.27853,4.0787,4.12623,4.81488,4.30305,4.13803,4.07729
C15orf53,4.14251,4.11423,3.58144,3.81989,4.05706,4.19922,3.86464,3.75572,4.02313,3.99507,3.92678,3.82036,4.13495,3.85955,3.57998,3.86318,4.14767,3.96011,3.745,3.59528,3.72628,3.96754
C15orf54,3.38042,2.42143,3.51473,3.20769,3.081,3.66676,3.17997,2.92815,3.86384,3.28767,4.38607,3.38764,4.03209,3.33771,3.35828,3.63164,3.13809,3.44709,2.99437,3.80545,4.15316,3.19037
THBS1,7.28721,6.92741,6.94963,7.62581,7.5707,6.85175,8.01005,6.48744,7.27043,8.1458,7.46369,7.57929,7.81742,6.82193,6.90852,7.45597,7.98402,7.4566,7.31567,7.50411,7.88633,6.20781
EIF2AK4,5.20725,5.15941,5.25693,5.3882,5.164,5.29191,5.453,5.20963,5.33001,5.52867,5.39334,5.50153,5.44589,5.49093,5.50941,5.38288,5.58105,5.37001,5.59586,5.43672,5.57227,5.04024
LOC100131089,2.31097,2.5055,2.7701,2.58443,2.49596,2.53023,2.68078,2.42693,2.44761,2.46274,2.732,2.44804,2.54459,2.5084,2.58104,2.40236,2.49932,2.54468,2.61603,2.71124,2.50964,2.4489
PAK6,3.53582,3.65406,3.60151,3.58938,3.57795,3.6105,3.80372,3.66482,3.60685,3.65621,3.6181,3.52269,3.6175,3.5462,3.63079,3.42737,3.70168,3.55472,3.62231,3.71359,3.58259,3.65453
LOC100129393,4.19396,4.36448,3.96765,3.93548,4.131,4.17357,4.59375,4.44107,3.98098,4.27215,4.66284,4.28677,3.98564,4.04056,4.1384,3.78907,3.85599,4.39082,4.25035,3.80326,4.11117,4.40438
DISP2,5.33514,5.41266,5.30501,5.29195,5.33326,4.99101,5.17191,5.3414,5.30382,5.26195,5.36722,5.21208,5.22394,5.19049,5.31116,5.13926,5.17359,5.20792,5.16508,5.18636,5.21979,5.35859
C15orf23,4.57336,4.60054,4.8774,4.88365,4.40248,4.6321,4.83043,5.05474,4.82498,5.04925,4.62155,4.79415,4.9201,4.6559,5.1399,4.80337,5.25369,5.02041,4.88777,5.06478,4.69195,5.05307
IVD,5.5666,5.60713,5.42193,5.60944,5.56994,5.38125,5.55323,5.47467,5.55428,5.63769,5.60499,5.61697,5.9348,5.7551,5.79589,5.53422,5.59115,5.81529,5.95143,5.76293,5.7205,5.53646
BAHD1,5.04973,5.37778,5.11176,5.28944,5.12476,5.10375,5.09444,5.16727,5.18676,5.19495,5.27702,5.23045,5.4117,5.27365,5.23559,5.2053,5.24337,5.29398,5.23158,5.10522,5.35476,5.26315
CHST14,5.64726,5.59639,5.44351,5.5218,5.6004,5.78821,5.76998,5.7206,5.64037,5.78854,5.76326,5.80629,5.97852,5.92249,5.69253,5.40015,5.82289,5.99308,5.84285,5.56027,6.05246,5.62635
RPUSD2,4.25355,4.50043,4.63462,4.51782,4.50863,4.37631,4.56281,4.48935,4.53649,4.70592,4.49036,4.5938,4.60961,4.58561,4.84746,4.64193,4.61256,4.86478,4.88401,4.79841,4.78893,4.62225
CASC5,3.09694,2.90166,3.07932,3.08298,2.93335,3.10645,3.54769,3.34707,3.21571,3.15773,3.20108,3.23964,3.3402,3.23038,3.55708,3.34275,3.35611,3.16368,3.63976,3.36506,3.3726,3.22107
RAD51,3.43669,3.41742,3.36535,3.4268,3.36647,3.45691,3.62247,3.41807,3.3039,3.37028,3.4467,3.32575,3.53363,3.38063,3.16878,3.42992,3.5804,3.37231,3.572,3.49382,3.37602,3.39298
GCHFR,4.89341,4.60119,4.44512,4.57047,4.81302,4.78096,4.51453,4.65839,4.56479,4.75781,4.83201,4.84178,4.95492,4.69998,4.89162,4.40936,4.6883,4.75094,4.74889,4.71891,4.68078,4.59231
C15orf62,4.75569,4.76326,4.47147,4.70088,4.94118,4.41334,4.22864,4.2921,4.66991,4.79415,4.64688,4.315,4.75306,4.8905,4.76762,4.38818,4.60656,4.95474,3.93973,4.52144,4.61248,4.48833
ZFYVE19,5.10222,5.11108,5.06742,5.02906,5.04813,5.0589,4.97669,5.15085,5.02718,5.03397,5.01702,5.06622,5.05311,5.09173,5.18088,5.0607,5.05949,5.10634,5.01011,5.09364,5.10025,5.07135
